"No.","Time","Source","Destination","Protocol","Length","Info"
"177","177.687056468","0a:36:c9:80:bf:17","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 28672/4095/08:36:c9:80:bf:16  Cost = 0  Port = 0x8003"
"178","178.641907366","Netgear_6d:60:fb","Broadcast","ARP","60","Who has 192.168.254.126? Tell 192.168.254.87"
"179","179.688041881","0a:36:c9:80:bf:17","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 28672/4095/08:36:c9:80:bf:16  Cost = 0  Port = 0x8003"
"180","181.262776451","fe80::40e:e623:a030:a8e5","ff02::c","UDP","718","55861  >  3702 Len=656"
"181","181.262964668","192.168.254.22","239.255.255.250","UDP","698","55860  >  3702 Len=656"
"182","181.380130644","fe80::40e:e623:a030:a8e5","ff02::c","UDP","718","55861  >  3702 Len=656"
"183","181.502182914","192.168.254.22","239.255.255.250","UDP","698","55860  >  3702 Len=656"
"184","181.614249644","fe80::40e:e623:a030:a8e5","ff02::c","UDP","718","55861  >  3702 Len=656"
"185","181.688888589","0a:36:c9:80:bf:17","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 28672/4095/08:36:c9:80:bf:16  Cost = 0  Port = 0x8003"
"186","181.980523282","192.168.254.22","239.255.255.250","UDP","698","55860  >  3702 Len=656"
"187","182.082561130","fe80::40e:e623:a030:a8e5","ff02::c","UDP","718","55861  >  3702 Len=656"
